Type,ka
Speciation_gene_pairs_same_direction,0.0939
Speciation_gene_pairs_same_direction,0.1824
Speciation_gene_pairs_same_direction,0.0851
Speciation_gene_pairs_same_direction,0.209
Speciation_gene_pairs_same_direction,0.2176
Speciation_gene_pairs_same_direction,0.1529
Speciation_gene_pairs_same_direction,0.2477
Speciation_gene_pairs_same_direction,0.2441
Speciation_gene_pairs_same_direction,0.3057
Speciation_gene_pairs_same_direction,0.2246
Speciation_gene_pairs_same_direction,0.0933
Speciation_gene_pairs_same_direction,0.1395
Speciation_gene_pairs_same_direction,0.0447
Speciation_gene_pairs_same_direction,0.2935
Speciation_gene_pairs_same_direction,0.1317
Speciation_gene_pairs_same_direction,0.1531
Speciation_gene_pairs_same_direction,0.2273
Speciation_gene_pairs_same_direction,0.2377
Speciation_gene_pairs_same_direction,0.3086
Speciation_gene_pairs_same_direction,0.1084
Speciation_gene_pairs_same_direction,0.1848
Speciation_gene_pairs_same_direction,0.2898
Speciation_gene_pairs_same_direction,0.1963
Speciation_gene_pairs_same_direction,0.1825
Speciation_gene_pairs_same_direction,0.3573
Speciation_gene_pairs_same_direction,0.428
Speciation_gene_pairs_same_direction,0.1406
Speciation_gene_pairs_same_direction,0.0826
